,y_test,mean_predict,predicted_uncertainty
3442,200200.0,216330.58,6969.2007
954,267200.0,254167.0,6970.3096
3337,140400.0,176326.2,6972.661
3188,128300.0,145153.92,6974.501
1710,180000.0,213799.05,6975.2905
3398,163500.0,182978.4,6976.139
2912,225800.0,239237.5,6977.0044
84,201800.0,220701.17,6981.0654
3711,165000.0,175728.16,6981.1533
2517,192300.0,167206.75,6981.454
1949,116300.0,118799.55,6983.4023
2392,149600.0,198369.92,6986.4883
183,226200.0,177342.95,6988.488
3239,300300.0,257762.0,6988.856
2047,123900.0,123349.65,6994.249
2496,150000.0,185194.75,6996.0317
1158,136300.0,191455.97,6996.93
1370,213400.0,214108.16,7001.534
1700,189000.0,218266.5,7003.302
759,141000.0,178867.39,7003.3896
150,259800.0,223535.5,7003.9316
558,195800.0,228524.2,7006.9688
324,181900.0,160762.02,7010.0605
2820,111800.0,124148.734,7010.907
1224,164400.0,201210.11,7011.547
2552,99100.0,120900.42,7016.986
1321,301100.0,224891.25,7017.466
2952,179200.0,185752.17,7018.831
1228,225000.0,169163.17,7020.6533
4127,148800.0,189711.8,7022.794
2194,283200.0,294651.5,7023.0903
3814,165500.0,199086.95,7023.6187
1079,292200.0,270267.38,7025.864
1517,171900.0,119545.734,7027.096
30,104800.0,160277.03,7027.5054
2705,112000.0,122477.33,7028.1196
909,225200.0,237837.97,7029.295
3827,130600.0,132672.03,7034.0493
1156,160400.0,160551.95,7039.0234
1966,158000.0,220356.84,7040.079
2369,279200.0,249414.97,7041.93
2285,114400.0,130433.516,7042.895
1779,132600.0,154072.69,7044.7295
2394,271300.0,196154.17,7045.5713
563,118500.0,130032.54,7045.957
1633,128100.0,118406.234,7050.1025
3105,172800.0,131806.17,7060.499
1796,128900.0,108179.55,7062.2456
51,400000.0,291543.8,7064.766
1867,169500.0,195090.39,7068.148
2766,210200.0,222570.03,7073.1245
850,81700.0,108693.71,7074.2275
1754,99400.0,173418.58,7075.4683
3221,141400.0,130094.266,7079.464
3668,137500.0,163321.22,7079.9385
2491,188900.0,157712.61,7080.031
2313,226900.0,228339.25,7080.556
1195,213400.0,225615.34,7081.573
3489,205000.0,213700.84,7083.9766
1600,193200.0,179092.3,7086.6167
2354,145000.0,141960.06,7091.072
3035,150000.0,152347.83,7092.6357
318,210100.0,228449.75,7100.5684
3504,247200.0,253735.83,7101.708
3053,220800.0,195843.72,7101.9453
125,226500.0,165233.3,7104.0225
4037,245800.0,224866.66,7104.596
3556,187500.0,217241.55,7105.486
1208,98500.0,108895.04,7105.7437
244,86200.0,118625.67,7107.167
1837,228600.0,203637.78,7107.717
4028,249300.0,205845.47,7109.7905
995,97300.0,169774.45,7111.8257
3041,201800.0,130678.83,7113.6016
2958,254400.0,218379.55,7115.406
1500,131200.0,219188.16,7121.5244
2007,100000.0,131940.84,7124.627
3924,180500.0,235264.25,7127.2
2661,204600.0,235882.84,7127.3247
2118,187100.0,227561.75,7139.341
940,361700.0,209180.62,7142.0957
3162,212500.0,152159.97,7150.874
351,135700.0,143579.8,7159.468
4076,192500.0,159683.22,7160.031
3943,138000.0,193725.62,7162.315
3413,157100.0,132853.6,7169.979
867,180000.0,174224.61,7170.215
718,200500.0,226619.25,7176.707
712,167600.0,201365.22,7178.8535
1832,246900.0,182099.78,7181.573
3238,139000.0,133246.94,7182.2866
1493,128300.0,150518.17,7183.1953
2101,169700.0,166941.6,7184.6978
1660,231300.0,168177.47,7188.641
2708,226500.0,219695.5,7189.292
2437,283100.0,237863.9,7194.128
3785,137800.0,190141.28,7195.558
3147,275300.0,238562.1,7195.917
956,175000.0,168866.34,7197.8115
476,146600.0,182412.16,7199.0723
792,66300.0,124005.21,7200.747
302,87500.0,186003.5,7203.3984
2275,196900.0,119536.1,7204.315
2091,105500.0,131375.92,7205.2563
633,202500.0,190374.55,7205.3154
1818,153600.0,188611.22,7206.412
2192,349000.0,287203.7,7207.319
2236,100900.0,125886.42,7210.0356
3499,150700.0,166057.98,7211.4736
2072,174500.0,160439.45,7211.778
1583,184400.0,165027.92,7212.7236
3289,195700.0,208127.53,7218.804
3331,90600.0,160013.48,7218.931
3290,134100.0,118930.65,7224.638
297,234600.0,233825.25,7226.852
3594,120200.0,97909.02,7228.125
813,285500.0,183215.86,7234.3306
2998,184200.0,157605.66,7234.398
2385,437400.0,270691.84,7237.2656
1471,331300.0,140297.0,7240.076
3470,193800.0,174228.14,7241.3164
456,286500.0,251914.34,7242.791
406,209500.0,206010.47,7243.4673
1483,103800.0,115876.65,7244.351
46,113300.0,157690.11,7244.6104
3794,269100.0,256024.0,7245.4272
8,140600.0,139726.12,7245.7896
2934,178700.0,212793.62,7247.038
1477,174100.0,173150.38,7248.4346
2871,187000.0,192843.8,7249.4844
2757,250000.0,179799.52,7252.4053
810,102600.0,129215.0,7252.4863
2473,272800.0,288171.66,7258.21
3549,185200.0,198778.84,7260.928
2304,332000.0,289882.7,7260.9844
1472,127600.0,130830.33,7264.5806
1943,361900.0,183461.33,7266.8154
2370,248400.0,183926.53,7267.39
1197,362500.0,268195.4,7268.1333
3893,95000.0,132922.27,7269.7754
3936,90800.0,119206.914,7271.9634
264,170800.0,187842.3,7273.0356
2655,184400.0,188816.58,7275.5474
3738,134500.0,140554.25,7276.888
4025,156800.0,119702.58,7281.649
1749,181800.0,204731.84,7292.3623
1570,121900.0,132981.5,7297.0557
3122,124200.0,133251.39,7298.8276
3124,191800.0,200303.9,7300.433
4120,370800.0,198993.22,7300.921
2364,127300.0,114302.7,7301.184
436,228500.0,232313.45,7305.1636
4026,150000.0,163813.6,7312.2197
3187,158100.0,197824.53,7312.6753
3722,132200.0,160257.75,7313.2476
3766,218200.0,225847.33,7313.632
3653,122200.0,214947.67,7316.5376
1763,97000.0,153868.86,7318.2256
2288,217000.0,172926.62,7319.323
2164,222100.0,183011.66,7319.7554
4015,173300.0,146265.9,7320.629
3614,195800.0,246477.22,7324.439
2627,167100.0,144382.28,7324.8745
1611,80200.0,119138.8,7327.608
1564,127100.0,132766.84,7328.0684
123,179300.0,219181.8,7329.006
2071,173800.0,229076.9,7330.7363
2190,168600.0,195736.5,7331.799
3519,111800.0,122255.7,7333.673
1734,164000.0,186169.23,7336.2017
3905,150100.0,166906.39,7338.2056
3657,99100.0,117628.46,7338.8755
4105,193800.0,167970.62,7339.56
3671,167600.0,159942.6,7340.7217
4040,167400.0,143135.4,7344.3496
2176,109500.0,123296.81,7347.493
690,224700.0,213638.0,7349.3887
1590,154500.0,183997.92,7351.764
2407,500001.0,154721.78,7353.3374
3716,198400.0,205128.69,7353.492
1982,189800.0,197348.03,7353.74
3990,145800.0,209845.45,7355.1685
3318,341300.0,268835.56,7356.4263
286,88200.0,140276.58,7362.6265
2688,194500.0,144243.7,7370.457
1211,95300.0,105863.375,7376.6133
1497,156300.0,199962.1,7380.6616
2903,210600.0,241029.84,7381.4487
2796,115600.0,125027.83,7381.7383
2664,271200.0,253546.28,7384.039
2487,150900.0,180970.81,7387.015
3455,211900.0,182434.55,7387.322
3008,163500.0,138634.75,7389.087
748,375000.0,202615.31,7390.971
1115,90800.0,151342.28,7391.076
1068,181100.0,231692.42,7392.358
2400,248200.0,180353.22,7396.382
2928,108900.0,209225.14,7399.095
1217,167200.0,166080.72,7400.1006
2408,107200.0,120108.6,7400.2593
424,148800.0,127336.234,7400.447
72,208300.0,182030.72,7400.524
386,192300.0,190507.05,7401.6387
2510,133300.0,171376.62,7402.1353
1393,162500.0,170813.97,7409.085
2399,263400.0,218903.66,7415.4106
4094,108800.0,125857.25,7415.8105
1283,236300.0,216521.08,7416.1143
657,235700.0,242581.7,7418.8525
3727,110000.0,176983.9,7419.822
53,173600.0,216636.84,7425.247
2154,196900.0,192069.69,7427.6514
2983,184900.0,192626.95,7427.9214
951,72000.0,104608.95,7428.6416
2333,135400.0,180723.08,7429.7383
902,177500.0,154192.6,7434.5586
3974,168400.0,232843.03,7436.957
2715,238200.0,229469.7,7437.805
3792,192100.0,182600.33,7441.546
941,200000.0,202178.16,7449.1357
2055,142700.0,136892.58,7451.2095
1458,198500.0,118390.15,7453.947
1435,118400.0,120624.375,7458.0483
873,256700.0,211139.12,7467.9424
366,208100.0,210733.66,7475.4004
172,170400.0,197030.16,7478.8247
2198,261400.0,220859.38,7481.9434
3565,154200.0,186975.48,7485.185
1157,118200.0,132637.45,7486.138
35,216100.0,175475.02,7491.16
1556,225000.0,223745.6,7494.4053
554,171300.0,152059.89,7495.8022
3864,333500.0,268930.78,7496.1685
1159,139100.0,117375.85,7497.8413
1772,104200.0,171528.64,7499.002
2577,325000.0,262611.84,7506.765
90,104400.0,122196.75,7508.3525
1585,246900.0,212377.05,7515.018
1801,67400.0,96618.03,7520.1978
1220,123100.0,118479.0,7522.922
3578,266800.0,225166.05,7526.444
3868,185600.0,210697.67,7530.014
2016,347700.0,201841.7,7533.3643
1813,174100.0,195654.17,7534.8696
3841,297600.0,232832.03,7536.508
1824,149100.0,161261.97,7543.5425
3321,279300.0,248388.5,7543.7236
3723,137500.0,177837.75,7548.657
1974,135800.0,157639.25,7551.1074
3595,140600.0,127182.5,7552.358
1423,94000.0,177257.5,7554.2744
3821,88400.0,96861.61,7556.74
1988,69000.0,115891.27,7556.9546
1105,122900.0,159862.53,7558.169
119,407500.0,226696.95,7559.5137
1606,145800.0,173895.62,7560.338
2505,240200.0,256811.8,7565.0444
2593,226900.0,205320.28,7565.8667
2772,374600.0,218153.1,7566.083
1290,166500.0,221974.62,7566.946
3153,245400.0,198541.75,7567.717
2656,158700.0,173933.36,7569.996
1579,166300.0,143069.92,7570.368
1399,256000.0,275965.8,7570.7676
1277,339100.0,213589.5,7574.283
3975,46900.0,176314.16,7576.1177
1839,226400.0,190681.06,7576.2627
3338,233900.0,229911.08,7579.7124
3533,141000.0,152348.16,7579.713
3134,146900.0,144669.52,7586.4067
269,189800.0,171303.78,7588.3257
3589,85700.0,139451.92,7590.0376
3261,181300.0,176065.66,7595.882
546,126600.0,118541.44,7602.3164
61,210000.0,179108.47,7609.956
2683,198800.0,173170.92,7610.331
1903,102600.0,116974.77,7612.469
1728,226300.0,194445.58,7613.7427
2841,88900.0,114493.5,7614.2476
805,170800.0,224891.5,7614.9194
3327,73800.0,170682.44,7616.7617
1152,183200.0,211247.55,7618.608
16,185900.0,169554.03,7619.2773
1126,293800.0,241446.42,7625.639
2489,220600.0,257808.2,7629.1357
416,132200.0,138628.45,7629.4604
815,119600.0,132519.06,7631.337
932,239500.0,186778.75,7635.137
2445,227100.0,176146.5,7638.5845
1562,185400.0,131855.72,7642.5146
4031,115000.0,149928.45,7643.3745
3274,165000.0,223424.5,7646.2104
1669,275000.0,190910.4,7647.2534
2678,189300.0,225396.2,7648.197
587,224500.0,180304.12,7652.926
3244,274600.0,226213.05,7663.651
1826,246000.0,241188.97,7664.965
2927,70000.0,106268.98,7668.6343
3593,99600.0,143638.45,7668.65
3365,172600.0,182004.36,7674.3267
469,95300.0,119087.36,7674.7383
918,164700.0,190740.1,7675.3076
1712,252900.0,243644.2,7677.9463
544,158900.0,177947.08,7678.6035
3956,138800.0,103295.99,7678.7695
2028,110800.0,128751.14,7679.07
2371,237500.0,228580.58,7679.5703
138,240900.0,205282.7,7680.3027
174,241400.0,240632.47,7680.335
2832,185500.0,229561.84,7680.9
3882,170500.0,109418.85,7684.6597
2906,174000.0,145097.22,7688.5854
1913,207900.0,181891.89,7692.54
273,122800.0,127945.484,7692.5547
2312,112700.0,132795.88,7694.7803
530,138000.0,200670.0,7695.1567
1821,89300.0,142190.02,7696.044
3334,189000.0,223207.95,7697.165
1926,154200.0,179413.66,7701.2256
3186,311100.0,214015.92,7703.884
2065,69800.0,126663.92,7704.4204
791,114300.0,128842.85,7710.648
2178,400000.0,180267.9,7714.0635
258,259400.0,222635.16,7714.413
3914,113500.0,170134.03,7716.5654
960,138000.0,192751.08,7720.8843
3651,165500.0,236742.3,7722.5957
3473,200300.0,188483.9,7724.9683
3915,232800.0,227648.28,7732.5376
2079,162800.0,172553.25,7735.7183
3363,73400.0,105738.36,7739.9546
3023,122500.0,177632.1,7742.9844
3478,86700.0,96425.23,7745.022
959,111400.0,102980.63,7749.52
1246,178100.0,161207.08,7749.824
2963,168300.0,211932.16,7750.1045
607,111900.0,116303.65,7751.9106
1319,234500.0,241815.62,7752.66
920,213000.0,129034.65,7752.8423
458,186200.0,205993.3,7759.4565
1716,135200.0,163206.84,7760.132
186,166300.0,182330.72,7760.693
858,229700.0,221233.84,7767.2544
1265,109200.0,117541.27,7767.445
3510,260500.0,245113.17,7772.096
2034,300000.0,208282.69,7773.758
3220,196400.0,212701.1,7777.442
3009,176800.0,170605.7,7779.8574
3034,183300.0,214730.53,7780.9546
3541,270100.0,224685.4,7781.8525
871,77500.0,114734.56,7785.994
1687,133500.0,216851.33,7790.2017
103,177500.0,163738.4,7791.6016
3223,244900.0,250227.7,7792.286
775,243500.0,213573.05,7795.0327
2332,167400.0,226594.92,7795.911
967,137000.0,180264.78,7795.987
2123,282300.0,205801.16,7797.63
1858,500001.0,186201.19,7797.866
86,161200.0,185260.78,7801.1113
234,202900.0,231705.75,7801.729
2917,295300.0,234670.84,7802.4717
308,140600.0,201393.33,7805.2485
3150,90900.0,112305.67,7805.3037
621,129900.0,140367.66,7805.7725
3280,85800.0,98621.64,7806.3726
3573,230800.0,186962.08,7811.3657
2383,203500.0,256865.4,7812.5903
242,164300.0,179258.86,7812.711
4101,206000.0,228201.4,7818.911
3652,275000.0,166478.83,7819.7314
1292,151300.0,211962.45,7820.3584
3759,208600.0,216786.03,7822.326
2163,151600.0,162695.88,7822.852
1039,162500.0,184214.89,7823.3125
2048,162500.0,156313.86,7823.7026
271,217400.0,193861.97,7824.894
1758,165300.0,215596.3,7825.2944
1428,101100.0,117034.19,7827.365
1515,136100.0,185029.97,7827.6445
3193,190500.0,208575.14,7828.856
3065,233000.0,173498.78,7835.9526
972,182100.0,211330.62,7843.597
1233,149500.0,129208.836,7843.672
2295,175400.0,202665.84,7847.473
2748,84600.0,101438.15,7850.563
1523,150400.0,209225.06,7851.8164
216,179200.0,176325.16,7853.737
2880,207000.0,228690.16,7859.868
450,116300.0,116771.625,7863.427
2093,178600.0,209091.62,7879.012
757,256400.0,234569.88,7879.6523
2388,162500.0,117357.83,7880.7397
3895,104600.0,105180.42,7887.8936
3092,95600.0,106138.67,7892.593
1612,158300.0,204511.11,7893.1753
338,177800.0,161535.6,7896.144
3677,130400.0,199688.95,7897.0635
1951,151400.0,171766.16,7897.537
3326,141700.0,187280.27,7897.7734
3791,126600.0,193205.4,7899.606
425,152100.0,235152.58,7899.809
3818,231000.0,230183.1,7905.145
3683,74700.0,103495.984,7905.918
2414,103100.0,103819.06,7910.512
1538,248100.0,230530.3,7917.2705
615,248600.0,240018.5,7917.4756
872,158000.0,219162.55,7925.3687
1935,220100.0,243247.55,7927.9873
1553,273100.0,206941.17,7928.627
3584,195800.0,162226.81,7932.4116
1869,163500.0,146766.7,7938.115
682,255200.0,225684.78,7945.706
3803,138200.0,147614.84,7957.914
2571,129700.0,116985.1,7961.262
1148,164600.0,200555.28,7962.105
3062,192500.0,203535.47,7963.626
1602,182100.0,180609.1,7966.0205
440,220600.0,178139.4,7967.765
15,93000.0,102592.77,7972.4136
2626,176300.0,191749.22,7973.605
3860,254600.0,215226.05,7974.397
1241,151000.0,225549.0,7982.5283
2962,130600.0,131529.19,7983.7417
37,226700.0,199995.03,7984.962
2105,241700.0,177215.6,7985.568
3601,118800.0,116592.73,7986.1963
2377,107600.0,139092.45,7987.4106
292,188100.0,227094.88,7996.2944
634,175000.0,168195.89,7996.8687
3991,255400.0,242518.62,8005.1235
1371,112500.0,117723.625,8005.8433
2302,259900.0,217790.34,8006.353
857,94600.0,116413.98,8007.622
1780,133100.0,229101.3,8012.422
3135,142600.0,116757.766,8017.1064
952,79700.0,102917.3,8019.971
1282,213200.0,129847.375,8020.4546
3004,171200.0,185006.05,8023.141
1958,277200.0,213302.95,8025.2734
3655,195500.0,228164.34,8026.8447
1518,98100.0,171700.33,8033.005
3069,275000.0,161519.78,8039.4683
2865,162500.0,183593.66,8039.7695
460,257800.0,226875.8,8043.197
159,182500.0,108682.27,8044.6865
2412,105600.0,171665.25,8045.6504
199,200000.0,176597.88,8050.3247
3886,87000.0,119745.92,8051.6875
640,350000.0,271242.3,8052.6167
3033,142500.0,189981.55,8052.9834
3441,150000.0,180974.03,8053.076
2860,161800.0,210345.84,8057.906
3218,121300.0,137101.78,8058.607
75,149900.0,202350.53,8060.2056
475,174900.0,186974.92,8060.4697
3386,235700.0,143500.12,8062.2036
3911,130600.0,161021.84,8062.3755
2021,164300.0,203816.25,8063.263
2924,450000.0,240489.34,8063.5625
2843,127100.0,144412.28,8065.3525
1032,123700.0,169070.47,8067.693
1374,161800.0,192829.75,8069.5483
2221,163000.0,187920.03,8070.3125
2366,245500.0,195084.77,8071.8604
989,200800.0,226024.55,8071.8667
3644,103200.0,175002.48,8073.3286
3097,92900.0,106906.336,8075.5903
702,248900.0,232538.17,8077.401
2853,197700.0,201616.81,8078.04
2425,128600.0,127738.05,8082.44
1990,123600.0,127917.27,8083.0513
515,198100.0,247648.4,8084.8013
2289,304500.0,284203.88,8096.5386
3758,255200.0,237550.45,8097.406
2601,279900.0,220678.16,8097.6084
661,375700.0,322123.6,8100.568
2011,130400.0,140463.34,8100.6226
1769,163300.0,188367.0,8109.047
3696,314700.0,224276.4,8113.058
3381,207100.0,197033.81,8115.664
744,111800.0,138371.64,8118.934
110,113500.0,128361.02,8122.2334
1162,93600.0,121019.734,8129.198
2988,224600.0,210900.1,8129.638
2115,466700.0,206474.53,8131.356
2001,181100.0,270665.44,8131.715
3466,221100.0,157368.25,8132.8945
256,327500.0,304964.03,8134.423
3014,218100.0,210550.0,8137.7227
988,170100.0,169482.78,8141.4487
1581,331200.0,310622.88,8142.6416
1555,138900.0,163196.14,8146.13
3288,172600.0,229767.34,8148.2134
1053,137500.0,121681.6,8148.42
1863,106500.0,105586.67,8153.705
2134,159300.0,163177.38,8155.1963
2432,160900.0,194019.1,8155.3286
3117,127900.0,224889.5,8155.517
3405,176000.0,158394.64,8159.2197
4052,163100.0,181863.56,8163.04
44,169500.0,173228.67,8165.853
3378,149600.0,206867.97,8170.9795
3610,262000.0,193901.97,8171.233
982,208800.0,218853.05,8171.278
392,175000.0,232591.8,8173.0596
3322,365900.0,224018.55,8175.8877
2815,146200.0,157723.67,8179.0845
2891,247000.0,230949.2,8186.6367
275,155000.0,177235.03,8187.1367
259,175000.0,106204.75,8188.4937
1740,273500.0,203668.78,8189.259
1601,220800.0,203686.78,8190.516
3452,144400.0,167973.42,8191.072
3976,117800.0,155760.34,8195.858
2724,118300.0,101098.52,8197.049
1421,185200.0,162428.53,8202.697
950,220900.0,242969.5,8206.038
3492,206300.0,196672.36,8212.433
1289,160400.0,197891.38,8215.519
1204,252000.0,234153.4,8216.121
3543,160600.0,169227.33,8216.91
514,237900.0,259734.84,8217.912
2247,119400.0,191486.92,8222.04
898,213800.0,208005.25,8222.347
3179,293800.0,239609.4,8224.216
1937,187500.0,155253.45,8225.974
2429,106900.0,117169.21,8227.496
3196,271300.0,263767.8,8230.727
843,49500.0,98904.37,8234.459
3233,120200.0,114760.35,8234.744
2769,129500.0,217354.45,8235.511
1775,88900.0,103630.86,8242.51
1944,281700.0,209784.7,8244.774
1591,292500.0,201327.9,8246.066
1367,89400.0,114849.6,8248.902
798,252200.0,226387.0,8250.894
507,65000.0,100222.164,8252.486
3512,128000.0,188708.75,8252.918
2682,350000.0,170250.1,8260.668
2367,154700.0,180442.6,8262.102
4077,141700.0,106493.734,8262.479
3647,83400.0,116741.586,8264.409
1808,69400.0,107489.016,8269.643
1221,127600.0,196768.4,8270.607
3639,176100.0,186117.34,8270.836
4046,140000.0,150437.08,8270.947
2519,178200.0,202708.78,8270.949
656,165000.0,190011.33,8272.007
3772,227700.0,228952.12,8272.61
2022,97000.0,119187.2,8274.094
3899,228000.0,230982.66,8276.704
896,212200.0,207436.34,8278.011
148,244000.0,199300.16,8280.963
2340,115600.0,110117.95,8282.561
707,156900.0,159190.47,8283.151
906,276200.0,236363.88,8285.14
3870,109900.0,127437.48,8287.9
2374,188700.0,216265.05,8290.58
4116,213200.0,198763.88,8291.861
1051,500001.0,306078.2,8294.973
965,172000.0,168632.1,8300.792
488,216600.0,220612.8,8302.063
1023,79000.0,114694.39,8304.064
2279,92600.0,94098.97,8309.922
3629,221500.0,200916.53,8315.4
3964,100000.0,157881.95,8321.781
4002,152800.0,190179.7,8322.148
2290,215700.0,192259.78,8324.989
1056,219600.0,157918.81,8325.863
1706,261800.0,244414.38,8327.47
1703,144600.0,185780.58,8348.985
3036,170400.0,114063.6,8349.85
320,84800.0,106379.125,8352.678
2792,225000.0,194866.78,8353.698
1025,144600.0,155746.05,8359.821
3625,249600.0,189522.73,8364.29
1722,137500.0,128496.914,8366.419
1492,198500.0,236958.66,8366.952
1778,350000.0,134874.02,8369.841
1709,198700.0,174686.11,8373.956
78,259600.0,255887.6,8374.914
3205,275000.0,275077.3,8375.876
3545,234600.0,240001.95,8376.967
4060,247700.0,257089.88,8378.303
3222,190000.0,185382.72,8379.363
1009,172000.0,200883.38,8380.502
1764,181800.0,190516.62,8381.465
1679,109300.0,168217.58,8384.188
1186,125300.0,171705.16,8387.768
3633,191700.0,159204.38,8387.8955
3790,80700.0,115771.02,8389.0
369,264700.0,252259.6,8398.763
3534,219500.0,211870.1,8398.964
1927,137500.0,205343.22,8400.865
3411,171300.0,189697.34,8401.268
3225,292900.0,230680.66,8401.761
638,209200.0,223284.67,8402.937
1932,183100.0,121227.414,8403.222
619,156900.0,164121.28,8403.488
1479,103300.0,182207.8,8410.101
3192,183600.0,184411.75,8414.958
922,92600.0,121224.19,8415.678
1384,259600.0,270503.0,8418.461
949,191600.0,236238.84,8420.28
1412,86800.0,104190.11,8425.724
713,289600.0,232253.25,8429.162
3486,200600.0,246424.97,8431.489
3648,153500.0,204262.9,8432.381
1143,209100.0,229915.34,8432.961
1619,165500.0,185164.97,8434.796
482,170700.0,128082.52,8435.557
281,183000.0,196058.78,8436.571
1432,71300.0,173656.0,8438.117
4106,70800.0,124628.02,8443.805
2921,183500.0,211029.4,8444.701
120,117900.0,156722.39,8448.864
3012,242500.0,207325.9,8449.885
4017,136600.0,206959.34,8452.485
1120,142200.0,155679.97,8455.335
4079,261800.0,220602.3,8457.936
1222,149000.0,151576.12,8457.948
28,101300.0,114205.92,8457.95
1345,135400.0,151904.6,8462.69
1783,81500.0,107403.92,8464.602
3064,134200.0,121886.64,8468.418
3420,289000.0,265893.3,8470.247
701,196000.0,205598.45,8471.141
3930,206300.0,217687.38,8471.309
2336,142900.0,138139.7,8471.435
1919,222700.0,228014.05,8473.187
431,344400.0,187252.36,8478.12
3591,87500.0,189635.97,8485.022
432,97600.0,125209.67,8492.208
462,201500.0,186029.97,8495.982
243,117100.0,160342.34,8500.828
2956,172400.0,212002.9,8503.074
2633,350400.0,294205.56,8506.36
1991,151400.0,150429.62,8510.936
3469,155000.0,200337.33,8514.035
1071,243600.0,234181.8,8514.762
1205,351800.0,293830.94,8518.481
371,289800.0,300342.22,8521.196
2130,182600.0,238722.5,8522.979
3276,65600.0,103291.12,8523.813
1900,176100.0,199408.9,8527.545
2737,388500.0,216697.95,8529.847
824,164400.0,192174.53,8530.05
1537,221300.0,193973.22,8531.478
574,195300.0,194491.39,8532.48
2817,156000.0,218389.03,8534.223
2570,493300.0,304976.06,8537.891
1750,69400.0,115817.75,8540.665
2975,96400.0,126034.234,8541.416
3073,153200.0,114432.7,8542.595
411,228900.0,270774.66,8548.439
646,279900.0,243700.9,8557.947
3751,192800.0,171895.03,8558.499
3464,156500.0,158422.44,8559.257
233,239900.0,273449.56,8559.36
4085,116700.0,115512.164,8560.383
3424,175000.0,163236.03,8560.4795
3849,165800.0,178476.95,8560.707
2605,106400.0,128900.15,8561.084
127,175000.0,155712.05,8562.5205
1375,214600.0,164014.47,8562.894
658,198100.0,145432.77,8566.437
146,244700.0,267899.12,8567.734
1789,102300.0,113135.98,8568.826
1533,131100.0,137138.28,8570.988
1773,67500.0,189534.8,8572.345
3715,81800.0,104589.84,8572.854
3316,87500.0,220179.1,8574.268
2351,145600.0,155574.72,8576.712
1252,115600.0,125918.77,8578.986
3966,89400.0,107812.23,8580.899
1033,79200.0,132531.06,8581.699
2260,231800.0,266023.75,8582.2295
217,158600.0,185048.48,8584.124
1814,117300.0,190745.67,8585.137
2761,235300.0,226014.2,8585.418
2753,123400.0,154758.44,8592.584
2690,273600.0,285577.8,8593.092
299,153400.0,157407.69,8593.951
3412,136800.0,114835.46,8594.78
2045,261100.0,259093.95,8598.427
3454,185300.0,197677.61,8601.984
3770,214700.0,184096.75,8604.402
1864,96700.0,125744.875,8611.693
2780,112500.0,111448.766,8619.418
1085,98400.0,127779.06,8621.211
825,125000.0,163710.77,8625.815
3303,156300.0,247123.9,8625.853
478,135600.0,104553.33,8626.126
1558,276200.0,267545.56,8629.729
3575,163000.0,185705.61,8642.852
3891,336800.0,163903.97,8643.937
3992,136600.0,119092.55,8643.971
38,186600.0,185100.7,8645.339
1298,110200.0,139527.84,8646.329
3372,217100.0,266630.1,8646.502
2406,350000.0,173995.08,8652.362
501,116400.0,168381.28,8657.381
52,405800.0,272276.7,8661.434
23,95800.0,104849.195,8665.372
3384,88200.0,128081.266,8667.695
931,122100.0,102712.6,8674.318
68,269500.0,217585.08,8674.562
1396,150000.0,186416.55,8676.579
493,274100.0,231985.45,8676.692
3745,181300.0,231697.72,8678.553
3544,76600.0,122503.98,8684.017
3693,144100.0,196661.45,8684.3545
3459,174200.0,221713.34,8691.06
446,228400.0,160612.72,8691.74
1488,179300.0,241234.05,8694.162
1956,292400.0,293900.75,8694.468
1510,168800.0,191968.16,8700.412
2991,279600.0,261988.6,8702.193
1405,107600.0,103082.86,8705.212
1627,247200.0,205813.8,8705.746
2767,227100.0,252609.1,8705.806
1334,92700.0,119461.98,8706.738
2053,204000.0,243332.95,8717.582
1746,69500.0,95165.086,8718.749
2353,144900.0,160720.08,8724.841
2560,102600.0,161416.34,8726.826
1705,160400.0,146798.72,8730.399
2225,135000.0,184915.75,8731.843
2609,254400.0,243117.25,8731.995
1046,198200.0,209700.4,8732.051
675,254000.0,264042.06,8738.507
383,187500.0,157224.42,8746.899
3414,160000.0,164423.42,8746.948
3970,245000.0,206833.1,8748.476
2936,98800.0,95224.27,8751.475
2468,185400.0,213142.62,8751.824
610,221800.0,223882.75,8752.39
2096,284900.0,298699.56,8755.777
331,148100.0,210025.05,8756.915
2874,246400.0,287869.9,8757.687
1336,182900.0,212872.25,8762.182
691,94500.0,118703.2,8768.064
201,253900.0,180087.1,8768.199
1671,491200.0,262267.75,8768.387
590,72400.0,93185.695,8772.339
1235,262000.0,312726.12,8773.599
3537,260300.0,236644.5,8774.299
528,162500.0,163565.17,8774.899
335,135300.0,188337.53,8775.197
56,216900.0,161017.53,8775.418
3812,157500.0,189839.34,8775.547
2426,267400.0,298877.94,8776.579
2955,135800.0,176713.47,8776.928
2651,233600.0,240337.34,8777.598
1264,335600.0,313712.34,8777.709
3487,76900.0,93813.36,8777.808
1219,120600.0,183948.72,8778.434
747,93800.0,106035.05,8778.437
5,113200.0,152971.58,8782.814
2663,212200.0,218237.6,8787.34
3937,221600.0,217823.05,8787.534
1017,129200.0,131761.0,8789.171
2643,157100.0,210352.34,8791.66
3981,71300.0,105181.3,8792.25
1723,154100.0,179753.84,8793.405
3912,125000.0,166025.3,8795.183
2565,244400.0,188676.11,8797.111
3197,213900.0,277111.66,8801.767
2864,69100.0,105650.81,8802.89
1310,210700.0,272317.84,8804.027
